"customer_id","total_sales"
"-","2167.36"
"1000195686473","129.5"
"1001361309769","422.0"
"1001947332681","115.6"
"1008128720969","196.0"
"1011809878089","535.6"
"101285265429","45.8"
"1013367570505","68.0"
"1014908878921","641.4"
"1015235870793","182.0"
"10169057301","122.5"
"1021483647049","537.2"
"1023070797897","521.64"
"1023118245961","923.6"
"1023225692233","68.0"
"1025656881225","338.0"
"1026726559817","105.6"
"1026948300873","540.1"
"1027045163081","103.2"
"1027752198217","122.0"
"1029338857545","130.0"
"1030315573321","78.0"
"103301906453","199.0"
"1034138878025","528.4"
"1038709489737","2060.81"
"104252342293","53.0"
"1044373471305","435.0"
"104511340565","69.26"
"1047052648521","54.0"
"1047650598985","425.6"
"1047665606729","78.0"
"1049610649673","102.2"
"105157853205","836.9"
"105398337557","73.0"
"1057036664905","676.6"
"106096656405","141.4"
"1061182275657","166.0"
"1061465882697","284.0"
"1061851267145","102.0"
"1062125076553","52.0"
"1062986580041","109.5"
"1063137312841","306.16"
"1063863779401","50.5"
"1063922991177","196.8"
"1064187232329","501.7"
"1064293531721","142.5"
"1064395669577","78.4"
"1064469430345","186.4"
"1064902557769","136.4"
"1065836085321","159.85"
"1066362699849","601.75"
"1067342495817","665.6"
"1067687870537","125.5"
"1067693015113","262.8"
"1067712839753","36.75"
"1068385108041","98.0"
"1069293437001","898.0"
"1070494679113","392.8"
"1070579449929","156.0"
"1071834267721","76.8"
"1072035692617","186.6"
"1072091922505","108.0"
"1073292673097","54.4"
"1073307091017","123.0"
"1073654988873","137.7"
"1073890787401","139.4"
"1074074517577","34.0"
"1074418778185","76.0"
"1074418909257","575.5"
"1074615648329","108.8"
"1074689671241","50.0"
"1074729943113","408.4"
"1074773852233","632.3"
"1074904727625","521.2"
"1076419199049","37.2"
"1079722213449","98.0"
"108021121045","156.0"
"10813014037","124.0"
"1083681144905","241.6"
"1086201364553","586.51"
"1089683062857","10.0"
"1089848180809","78.0"
"1090519793737","110.0"
"1096439922761","78.4"
"1099784454217","304.0"
"11031216149","54.5"
"1105576067145","1086.0"
"1105579507785","300.1"
"1111273930825","716.6"
"1114102628425","441.0"
"1114694647881","286.38"
"1114915110985","28.9"
"1118608392265","74.8"
"1120960217161","142.5"
"1121451671625","136.0"
"1121641365577","186.0"
"1121657356361","772.0"
"1123058581577","273.2"
"1124785553481","210.8"
"1125544394825","685.8"
"1125696962633","245.6"
"1126763167817","30.0"
"1126999195721","68.0"
"1128902950985","81.2"
"1133003276361","258.18"
"1133138346057","83.3"
"1133462978633","102.2"
"1133604798537","387.26"
"1134936522825","149.4"
"1138633769033","294.0"
"1138643304521","49.0"
"1139219431497","85.1"
"1139919519817","348.6"
"1140329611337","317.2"
"114094702613","62.8"
"1141168898121","450.0"
"1141290467401","40.8"
"1142346711113","108.0"
"1142829776969","103.8"
"1143861084233","1221.8"
"114396921877","116.0"
"1143973806153","238.4"
"1144711184457","257.3"
"1145640517705","356.0"
"1146801750089","166.6"
"1147078639689","1821.8"
"1147232419913","242.0"
"1147610497097","40.8"
"1147647393865","74.8"
"1147888435273","414.35"
"1149243523145","48.0"
"1149444554825","98.0"
"1149563863113","176.8"
"1150011277385","74.8"
"1150148247625","602.8"
"1150204870729","102.0"
"1150295474249","246.2"
"1150487035977","126.0"
"1150663360585","149.6"
"1151497207881","82.45"
"1151664160841","614.0"
"1152143949897","175.5"
"1152558399561","1064.0"
"1152907378761","134.0"
"1153127612489","83.3"
"1153169326153","180.0"
"1153675755593","244.0"
"1153679654985","10.0"
"1154298576969","40.7"
"1154373058633","38.9"
"1154648834121","127.5"
"1155083567177","339.21"
"1155194945609","30.0"
"1155870982217","348.0"
"1156339007561","214.0"
"1157338136649","598.1"
"1157409701961","384.9"
"1157909938249","83.0"
"1157955747913","176.0"
"1158236799049","95.2"
"1158375080009","116.0"
"1158912606281","83.0"
"1158939869257","190.4"
"1159103610953","243.6"
"1159437221961","115.6"
"1159566426185","76.3"
"1159731707977","492.8"
"1159748223049","78.0"
"1159927758921","520.2"
"1160207564873","169.8"
"1160240627785","272.0"
"1160254095433","97.0"
"1160823963721","527.5"
"1161079816265","78.0"
"1161264955465","67.8"
"1161985720393","78.0"
"1162111975497","168.97"
"1162318053449","179.6"
"1162647076937","90.0"
"1162691248201","172.32"
"1163033051209","88.0"
"1163033870409","188.5"
"1163710464073","146.0"
"1164554141769","361.0"
"1166156693577","146.0"
"1167182463049","272.0"
"1167211167817","94.8"
"1168808968265","98.6"
"1169505681481","387.5"
"1169862787145","1926.4"
"1170610618441","146.0"
"1171027951689","136.0"
"1171518914633","322.0"
"1171667255369","152.8"
"1171913080905","102.0"
"1172018135113","10.0"
"1172018987081","78.0"
"1172242661449","98.0"
"1172382089289","10.0"
"1172405551177","116.0"
"1172480098377","108.0"
"1173696249929","156.8"
"1174357147721","156.0"
"1174499098697","266.15"
"1175010082889","265.2"
"1175202496585","30.0"
"1175572938825","58.0"
"1176939692105","330.0"
"1177915850825","324.8"
"1178310115401","97.6"
"1178681802825","67.8"
"1178971734089","116.0"
"1179324350537","200.2"
"1179419410505","78.0"
"117950152725","78.0"
"1181048504393","133.7"
"1181733486665","196.0"
"1181796139081","152.8"
"1182014111817","10.0"
"1183548342345","76.8"
"1184314654793","78.0"
"1185999585353","252.4"
"1187799302217","82.45"
"1188457381961","125.2"
"1188535107657","643.1"
"1189317181513","159.6"
"1189422039113","258.4"
"1189583224905","214.0"
"1192557609033","810.0"
"1192827519049","83.3"
"1192863891529","83.3"
"1193084387401","186.0"
"1193218998345","161.7"
"1193356886089","161.9"
"1193776283721","78.4"
"1193854140489","156.0"
"1193921314889","98.0"
"1194045767753","219.3"
"1194321346633","211.2"
"1194516381769","88.0"
"1194730750025","107.95"
"1194739564617","867.85"
"1195341217865","98.0"
"1195385290825","82.0"
"1195541758025","30.4"
"1195612766281","298.0"
"1195654774857","64.4"
"1195795841097","455.4"
"1196096553033","78.0"
"1196174901321","804.6"
"1196183912521","121.0"
"1196278939721","98.0"
"1196341133385","102.85"
"1196752961609","98.0"
"1196753584201","1526.0"
"1198003912777","166.6"
"1198720090185","78.0"
"1198897332297","744.8"
"1200330604617","168.0"
"1200581836873","78.0"
"1200596123721","83.3"
"1201171923017","128.61"
"1201265344585","252.8"
"1201433477193","73.0"
"1201471160393","380.3"
"1201636114505","287.1"
"1201781571657","92.8"
"1201790615625","491.4"
"1201999642697","429.3"
"1202185961545","58.0"
"1202265948233","83.3"
"1203179847753","556.0"
"1203332841545","108.8"
"1203427344457","665.1"
"1203667632201","234.0"
"1204014547017","146.0"
"1204659126345","78.0"
"1205084323913","115.6"
"1205679849545","607.6"
"1205897592905","78.4"
"1207172169801","10.0"
"1207613849673","98.0"
"1207825137737","176.0"
"1207987503177","335.8"
"1208030920777","437.6"
"1208076664905","81.6"
"1208868929609","76.8"
"1209152864329","64.4"
"1209945292873","145.8"
"1210079903817","1154.3"
"1210141409353","98.6"
"1210313113673","10.0"
"1210530562121","149.2"
"1211149451337","92.8"
"1211794391113","72.4"
"1211935981641","197.4"
"1212002828361","78.0"
"1212057780297","615.6"
"1212269920329","98.0"
"1212996354121","78.0"
"1213488660553","120.7"
"1214236721225","241.0"
"1215429738569","37.2"
"1215643582537","847.1"
"1215998263369","116.0"
"1216026804297","912.8"
"1216066617417","63.55"
"1216179142729","202.5"
"1216219545673","137.7"
"1216403767369","882.9"
"1217736441929","112.2"
"1217805844553","305.4"
"1217883013193","58.0"
"1217968537673","78.0"
"1218310766665","92.0"
"1220010573897","131.91"
"1220509401161","67.8"
"1221441323081","105.45"
"1221456396361","98.6"
"1221673058377","156.0"
"1221930057801","159.2"
"1223935098953","10.0"
"1224012103753","72.4"
"1225640116297","161.9"
"1225884205129","156.8"
"1226102341705","207.4"
"1227256627273","166.0"
"1227756994633","930.0"
"1228724863049","187.2"
"1229447823433","1641.6"
"1229454540873","217.6"
"1229877215305","146.0"
"122990690325","62.8"
"1230168162377","10.0"
"1230335705161","280.5"
"1230541914185","40.0"
"1230653915209","207.4"
"1231033040969","1188.6"
"1231269331017","54.4"
"1231417081929","67.8"
"1231829565513","88.0"
"1232515203145","50.8"
"1232576544841","78.0"
"1232679927881","60.54"
"1232719609929","115.6"
"1232758112329","194.63"
"1232901701705","44.0"
"1232951541833","78.4"
"1233067081801","39.0"
"1233374576713","83.3"
"1233838243913","215.9"
"1234024431689","116.8"
"1235007602761","78.0"
"1235159416905","132.6"
"1237465432137","98.0"
"1238825435209","673.2"
"1238843457609","379.6"
"1240347705417","83.3"
"1240431919177","598.8"
"1241767411785","2570.8"
"1242064977993","289.8"
"1245389553737","55.9"
"1245420552265","141.3"
"1245830185033","37.2"
"1247044010057","60.4"
"1247503614025","64.4"
"1248407486537","185.0"
"1248606519369","1228.4"
"1248635715657","128.0"
"1249102757961","122.0"
"1249121075273","194.0"
"1249625407561","81.6"
"1250261270601","132.0"
"1251193749577","146.0"
"1251621404745","37.0"
"1251668623433","78.0"
"1252024582217","392.0"
"1252144447561","334.27"
"1252154605641","94.4"
"1252191993929","260.4"
"1252237803593","307.1"
"1252364058697","832.9"
"1252439064649","48.4"
"125318660117","78.0"
"1253473615945","10.0"
"1253541380169","48.4"
"1253733171273","103.7"
"1253944787017","116.8"
"1253969428553","80.4"
"1254040961097","107.1"
"1254041092169","1114.0"
"1254214107209","58.0"
"1254245859401","698.9"
"1254346850377","58.0"
"1255242793033","611.6"
"1255591018569","231.0"
"1255726350409","54.8"
"1256491253833","170.4"
"1257161326665","609.1"
"1257626370121","78.39"
"1257825501257","191.25"
"1258278617161","57.6"
"1258495344713","193.6"
"1258543153225","408.0"
"1259314184265","78.0"
"1259646156873","78.0"
"1261253558345","156.0"
"1265360502857","116.0"
"1265398743113","152.8"
"1265548099657","912.8"
"1265711251529","64.4"
"1265758371913","10.0"
"126975213589","316.8"
"1271727161417","514.3"
"1271788372041","593.8"
